ResponseID,Q,Q_group,A
r00910,Q13,G4,N/A
r00910,Q27,G4,N/A
r00911,Q34,G1,No
r00911,Q42,G1,Yes
r00911,Q20,G3,No
r00911,Q39,G1,No
r00911,Q5,G1,N/A
r00911,Q22,G4,Maybe
r00911,Q17,G2,Maybe
r00911,Q24,,No
r00911,Q29,G5,Maybe
r00911,Q21,G2,Maybe
r00911,Q36,,Yes
r00911,Q30,G3,No
r00911,Q7,G1,Others
r00911,Q2,G1,Others
r00911,Q15,G2,Others
r00911,Q12,G6,Others
r00911,Q26,G2,Others
r00911,Q28,G6,Others
r00911,Q18,G4,Others
r00911,Q10,G4,Others
r00911,Q9,G1,Yes
r00911,Q6,G1,Maybe
r00911,Q8,G3,No
r00911,Q40,G1,Maybe
r00911,Q11,G1,N/A
r00911,Q41,G2,No
r00911,Q37,,No
r00911,Q3,G5,Yes
r00911,Q1,G2,Yes
r00911,Q16,,Yes
r00911,Q35,G6,No
r00911,Q25,,No
r00911,Q4,,Others
r00911,Q23,G2,No
r00911,Q19,G2,Others
r00911,Q31,G2,Maybe
r00911,Q33,G3,Maybe
r00911,Q14,G5,Maybe
r00911,Q32,G3,No
r00911,Q38,G3,Others
r00911,Q13,G4,Rare
r00911,Q27,G4,Maybe
r00912,Q34,G1,Others
r00912,Q42,G1,Others
r00912,Q20,G3,Others
r00912,Q39,G1,Others
r00912,Q5,G1,Others
r00912,Q22,G4,Others
r00912,Q17,G2,Others
r00912,Q24,,Others
r00912,Q29,G5,Others
r00912,Q21,G2,Others
r00912,Q36,,Others
r00912,Q30,G3,Others
r00912,Q7,G1,Yes
r00912,Q2,G1,Yes
r00912,Q15,G2,Maybe
r00912,Q12,G6,No
r00912,Q26,G2,Yes
r00912,Q28,G6,No
r00912,Q18,G4,Yes
r00912,Q10,G4,Maybe
r00912,Q9,G1,No
r00912,Q6,G1,N/A
r00912,Q8,G3,No
r00912,Q40,G1,No
r00912,Q11,G1,No
r00912,Q41,G2,Yes
r00912,Q37,,Maybe
r00912,Q3,G5,No
r00912,Q1,G2,No
r00912,Q16,,No
r00912,Q35,G6,No
r00912,Q25,,No
r00912,Q4,,Others
r00912,Q23,G2,No
r00912,Q19,G2,Others
r00912,Q31,G2,No
r00912,Q33,G3,No
r00912,Q14,G5,Maybe
r00912,Q32,G3,No
r00912,Q38,G3,Others
r00912,Q13,G4,Rare
r00912,Q27,G4,Maybe
r00913,Q34,G1,No
r00913,Q42,G1,Others
r00913,Q20,G3,No
r00913,Q39,G1,No
r00913,Q5,G1,N/A
r00913,Q22,G4,Maybe
r00913,Q17,G2,No
r00913,Q24,,No
r00913,Q29,G5,No
r00913,Q21,G2,No
r00913,Q36,,N/A
r00913,Q30,G3,No
r00913,Q7,G1,Others
r00913,Q2,G1,Others
r00913,Q15,G2,Others
r00913,Q12,G6,Others
r00913,Q26,G2,Others
r00913,Q28,G6,Others
r00913,Q18,G4,Others
r00913,Q10,G4,Others
r00913,Q9,G1,No
r00913,Q6,G1,N/A
r00913,Q8,G3,No
r00913,Q40,G1,No
r00913,Q11,G1,N/A
r00913,Q41,G2,Maybe
r00913,Q37,,Maybe
r00913,Q3,G5,No
r00913,Q1,G2,No
r00913,Q16,,No
r00913,Q35,G6,No
r00913,Q25,,Maybe
r00913,Q4,,Others
r00913,Q23,G2,No
r00913,Q19,G2,Others
r00913,Q31,G2,Maybe
r00913,Q33,G3,Maybe
r00913,Q14,G5,Maybe
r00913,Q32,G3,No
r00913,Q38,G3,Others
r00913,Q13,G4,Maybe
r00913,Q27,G4,Often
r00914,Q34,G1,Others
r00914,Q42,G1,Others
r00914,Q20,G3,Others
r00914,Q39,G1,Others
r00914,Q5,G1,Others
r00914,Q22,G4,Others
r00914,Q17,G2,Others
r00914,Q24,,Others
r00914,Q29,G5,Others
r00914,Q21,G2,Others
r00914,Q36,,Others
r00914,Q30,G3,Others
r00914,Q7,G1,Yes
r00914,Q2,G1,Maybe
r00914,Q15,G2,No
r00914,Q12,G6,Others
r00914,Q26,G2,Maybe
r00914,Q28,G6,N/A
r00914,Q18,G4,Yes
r00914,Q10,G4,Rare
r00914,Q9,G1,N/A
r00914,Q6,G1,N/A
r00914,Q8,G3,No
r00914,Q40,G1,No
r00914,Q11,G1,N/A
r00914,Q41,G2,N/A
r00914,Q37,,Maybe
r00914,Q3,G5,No
r00914,Q1,G2,N/A
r00914,Q16,,N/A
r00914,Q35,G6,No
r00914,Q25,,Maybe
r00914,Q4,,Others
r00914,Q23,G2,Maybe
r00914,Q19,G2,Others
r00914,Q31,G2,Maybe
r00914,Q33,G3,Maybe
r00914,Q14,G5,Maybe
r00914,Q32,G3,Maybe
r00914,Q38,G3,No
r00914,Q13,G4,Maybe
r00914,Q27,G4,Maybe
r00915,Q34,G1,N/A
r00915,Q42,G1,N/A
r00915,Q20,G3,Yes
r00915,Q39,G1,No
r00915,Q5,G1,Yes
r00915,Q22,G4,Yes
r00915,Q17,G2,No
r00915,Q24,,No
r00915,Q29,G5,Yes
r00915,Q21,G2,Yes
r00915,Q36,,Yes
r00915,Q30,G3,No
r00915,Q7,G1,Others
r00915,Q2,G1,Others
r00915,Q15,G2,Others
r00915,Q12,G6,Others
r00915,Q26,G2,Others
r00915,Q28,G6,Others
r00915,Q18,G4,Others
r00915,Q10,G4,Others
r00915,Q9,G1,No
r00915,Q6,G1,Yes
r00915,Q8,G3,No
r00915,Q40,G1,No
r00915,Q11,G1,Maybe
r00915,Q41,G2,Maybe
r00915,Q37,,Maybe
r00915,Q3,G5,Maybe
r00915,Q1,G2,Maybe
r00915,Q16,,Maybe
r00915,Q35,G6,Maybe
r00915,Q25,,No
r00915,Q4,,Others
r00915,Q23,G2,No
r00915,Q19,G2,Others
r00915,Q31,G2,No
r00915,Q33,G3,No
r00915,Q14,G5,Yes
r00915,Q32,G3,No
r00915,Q38,G3,Others
r00915,Q13,G4,Rare
r00915,Q27,G4,Often
r00916,Q34,G1,Yes
r00916,Q42,G1,Yes
r00916,Q20,G3,No
r00916,Q39,G1,N/A
r00916,Q5,G1,Yes
r00916,Q22,G4,Maybe
r00916,Q17,G2,Maybe
r00916,Q24,,No
r00916,Q29,G5,Maybe
r00916,Q21,G2,Yes
r00916,Q36,,Yes
r00916,Q30,G3,No
r00916,Q7,G1,Others
r00916,Q2,G1,Others
r00916,Q15,G2,Others
r00916,Q12,G6,Others
r00916,Q26,G2,Others
r00916,Q28,G6,Others
r00916,Q18,G4,Others
r00916,Q10,G4,Others
r00916,Q9,G1,Others
r00916,Q6,G1,Others
r00916,Q8,G3,Others
r00916,Q40,G1,Others
r00916,Q11,G1,Others
r00916,Q41,G2,Others
r00916,Q37,,Others
r00916,Q3,G5,Others
r00916,Q1,G2,Others
r00916,Q16,,Others
r00916,Q35,G6,Others
r00916,Q25,,Maybe
r00916,Q4,,Others
r00916,Q23,G2,Maybe
r00916,Q19,G2,Others
r00916,Q31,G2,Yes
r00916,Q33,G3,Maybe
r00916,Q14,G5,Maybe
r00916,Q32,G3,No
r00916,Q38,G3,Others
r00916,Q13,G4,Rare
r00916,Q27,G4,Often
r00917,Q34,G1,No
r00917,Q42,G1,No
r00917,Q20,G3,No
r00917,Q39,G1,No
r00917,Q5,G1,No
r00917,Q22,G4,N/A
r00917,Q17,G2,Maybe
r00917,Q24,,No
r00917,Q29,G5,No
r00917,Q21,G2,No
r00917,Q36,,No
r00917,Q30,G3,No
r00917,Q7,G1,Others
r00917,Q2,G1,Others
r00917,Q15,G2,Others
r00917,Q12,G6,Others
r00917,Q26,G2,Others
r00917,Q28,G6,Others
r00917,Q18,G4,Others
r00917,Q10,G4,Others
r00917,Q9,G1,Others
r00917,Q6,G1,Others
r00917,Q8,G3,Others
r00917,Q40,G1,Others
r00917,Q11,G1,Others
r00917,Q41,G2,Others
r00917,Q37,,Others
r00917,Q3,G5,Others
r00917,Q1,G2,Others
r00917,Q16,,Others
r00917,Q35,G6,Others
r00917,Q25,,Yes
r00917,Q4,,Others
r00917,Q23,G2,No
r00917,Q19,G2,Others
r00917,Q31,G2,Maybe
r00917,Q33,G3,Maybe
r00917,Q14,G5,Neutral
r00917,Q32,G3,Maybe
r00917,Q38,G3,Maybe
r00917,Q13,G4,Maybe
r00917,Q27,G4,Maybe
r00918,Q34,G1,Others
r00918,Q42,G1,Others
r00918,Q20,G3,Others
r00918,Q39,G1,Others
r00918,Q5,G1,Others
r00918,Q22,G4,Others
r00918,Q17,G2,Others
r00918,Q24,,Others
r00918,Q29,G5,Others
r00918,Q21,G2,Others
r00918,Q36,,Others
r00918,Q30,G3,Others
r00918,Q7,G1,No
r00918,Q2,G1,Yes
r00918,Q15,G2,Maybe
r00918,Q12,G6,N/A
r00918,Q26,G2,Maybe
r00918,Q28,G6,N/A
r00918,Q18,G4,Yes
r00918,Q10,G4,Maybe
r00918,Q9,G1,Maybe
r00918,Q6,G1,Maybe
r00918,Q8,G3,Maybe
r00918,Q40,G1,Maybe
r00918,Q11,G1,Maybe
r00918,Q41,G2,Maybe
r00918,Q37,,Maybe
r00918,Q3,G5,Maybe
r00918,Q1,G2,No
r00918,Q16,,Maybe
r00918,Q35,G6,Maybe
r00918,Q25,,Maybe
r00918,Q4,,Others
r00918,Q23,G2,Maybe
r00918,Q19,G2,Others
r00918,Q31,G2,Maybe
r00918,Q33,G3,Maybe
r00918,Q14,G5,Maybe
r00918,Q32,G3,Yes
r00918,Q38,G3,Yes
r00918,Q13,G4,Maybe
r00918,Q27,G4,Often
r00919,Q34,G1,No
r00919,Q42,G1,Others
r00919,Q20,G3,Yes
r00919,Q39,G1,No
r00919,Q5,G1,Yes
r00919,Q22,G4,Yes
r00919,Q17,G2,No
r00919,Q24,,No
r00919,Q29,G5,Maybe
r00919,Q21,G2,Maybe
r00919,Q36,,N/A
r00919,Q30,G3,No
r00919,Q7,G1,Others
r00919,Q2,G1,Others
r00919,Q15,G2,Others
r00919,Q12,G6,Others
r00919,Q26,G2,Others
r00919,Q28,G6,Others
r00919,Q18,G4,Others
r00919,Q10,G4,Others
r00919,Q9,G1,Maybe
r00919,Q6,G1,No
r00919,Q8,G3,No
r00919,Q40,G1,No
r00919,Q11,G1,N/A
r00919,Q41,G2,N/A
r00919,Q37,,Maybe
r00919,Q3,G5,Maybe
r00919,Q1,G2,Maybe
r00919,Q16,,Maybe
r00919,Q35,G6,No
r00919,Q25,,No
r00919,Q4,,Others
r00919,Q23,G2,No
r00919,Q19,G2,Others
r00919,Q31,G2,Maybe
r00919,Q33,G3,No
r00919,Q14,G5,Maybe
r00919,Q32,G3,Maybe
r00919,Q38,G3,Maybe
r00919,Q13,G4,N/A
r00919,Q27,G4,N/A
r00920,Q34,G1,Others
r00920,Q42,G1,Others
r00920,Q20,G3,Others
r00920,Q39,G1,Others
r00920,Q5,G1,Others
r00920,Q22,G4,Others
r00920,Q17,G2,Others
r00920,Q24,,Others
r00920,Q29,G5,Others
r00920,Q21,G2,Others
r00920,Q36,,Others
r00920,Q30,G3,Others
r00920,Q7,G1,Yes
r00920,Q2,G1,Maybe
r00920,Q15,G2,Maybe
r00920,Q12,G6,N/A
r00920,Q26,G2,Maybe
r00920,Q28,G6,N/A
r00920,Q18,G4,Yes
r00920,Q10,G4,Often
r00920,Q9,G1,Others
r00920,Q6,G1,Others
r00920,Q8,G3,Others
r00920,Q40,G1,Others
r00920,Q11,G1,Others
r00920,Q41,G2,Others
r00920,Q37,,Others
r00920,Q3,G5,Others
r00920,Q1,G2,Others
r00920,Q16,,Others
r00920,Q35,G6,Others
r00920,Q25,,Maybe
r00920,Q4,,Others
r00920,Q23,G2,Maybe
r00920,Q19,G2,Others
r00920,Q31,G2,Maybe
r00920,Q33,G3,Maybe
r00920,Q14,G5,Yes
r00920,Q32,G3,Others
r00920,Q38,G3,Others
r00920,Q13,G4,Often
r00920,Q27,G4,Often
r00921,Q34,G1,Others
r00921,Q42,G1,Others
r00921,Q20,G3,Others
r00921,Q39,G1,Others
r00921,Q5,G1,Others
r00921,Q22,G4,Others
r00921,Q17,G2,Others
r00921,Q24,,Others
r00921,Q29,G5,Others
r00921,Q21,G2,Others
r00921,Q36,,Others
r00921,Q30,G3,Others
r00921,Q7,G1,No
r00921,Q2,G1,Maybe
r00921,Q15,G2,N/A
r00921,Q12,G6,Others
r00921,Q26,G2,N/A
r00921,Q28,G6,Yes
r00921,Q18,G4,N/A
r00921,Q10,G4,Others
r00921,Q9,G1,No
r00921,Q6,G1,N/A
r00921,Q8,G3,No
r00921,Q40,G1,No
r00921,Q11,G1,N/A
r00921,Q41,G2,Maybe
r00921,Q37,,No
r00921,Q3,G5,Maybe
r00921,Q1,G2,Maybe
r00921,Q16,,N/A
r00921,Q35,G6,No
r00921,Q25,,Maybe
r00921,Q4,,Others
r00921,Q23,G2,No
r00921,Q19,G2,Others
r00921,Q31,G2,Maybe
r00921,Q33,G3,Maybe
r00921,Q14,G5,Maybe
r00921,Q32,G3,Yes
r00921,Q38,G3,Maybe
r00921,Q13,G4,N/A
r00921,Q27,G4,N/A
r00922,Q34,G1,Others
r00922,Q42,G1,Others
r00922,Q20,G3,Others
r00922,Q39,G1,Others
r00922,Q5,G1,Others
r00922,Q22,G4,Others
r00922,Q17,G2,Others
r00922,Q24,,Others
r00922,Q29,G5,Others
r00922,Q21,G2,Others
r00922,Q36,,Others
r00922,Q30,G3,Others
r00922,Q7,G1,No
r00922,Q2,G1,Maybe
r00922,Q15,G2,N/A
r00922,Q12,G6,Others
r00922,Q26,G2,N/A
r00922,Q28,G6,N/A
r00922,Q18,G4,Yes
r00922,Q10,G4,Rare
r00922,Q9,G1,No
r00922,Q6,G1,Yes
r00922,Q8,G3,No
r00922,Q40,G1,No
r00922,Q11,G1,N/A
r00922,Q41,G2,Maybe
r00922,Q37,,No
r00922,Q3,G5,Maybe
r00922,Q1,G2,No
r00922,Q16,,No
r00922,Q35,G6,No
r00922,Q25,,No
r00922,Q4,,Others
r00922,Q23,G2,No
r00922,Q19,G2,Others
r00922,Q31,G2,Yes
r00922,Q33,G3,Yes
r00922,Q14,G5,Neutral
r00922,Q32,G3,Maybe
r00922,Q38,G3,No
r00922,Q13,G4,N/A
r00922,Q27,G4,Rare
r00923,Q34,G1,N/A
r00923,Q42,G1,No
r00923,Q20,G3,No
r00923,Q39,G1,N/A
r00923,Q5,G1,N/A
r00923,Q22,G4,Yes
r00923,Q17,G2,No
r00923,Q24,,No
r00923,Q29,G5,No
r00923,Q21,G2,Maybe
r00923,Q36,,Yes
r00923,Q30,G3,No
r00923,Q7,G1,Others
r00923,Q2,G1,Others
r00923,Q15,G2,Others
r00923,Q12,G6,Others
r00923,Q26,G2,Others
r00923,Q28,G6,Others
r00923,Q18,G4,Others
r00923,Q10,G4,Others
r00923,Q9,G1,N/A
r00923,Q6,G1,N/A
r00923,Q8,G3,No
r00923,Q40,G1,No
r00923,Q11,G1,N/A
r00923,Q41,G2,N/A
r00923,Q37,,Maybe
r00923,Q3,G5,No
r00923,Q1,G2,Maybe
r00923,Q16,,N/A
r00923,Q35,G6,No
r00923,Q25,,Yes
r00923,Q4,,Others
r00923,Q23,G2,Yes
r00923,Q19,G2,Others
r00923,Q31,G2,Maybe
r00923,Q33,G3,Maybe
r00923,Q14,G5,Maybe
r00923,Q32,G3,No
r00923,Q38,G3,Others
r00923,Q13,G4,N/A
r00923,Q27,G4,N/A
r00924,Q34,G1,N/A
r00924,Q42,G1,N/A
r00924,Q20,G3,N/A
r00924,Q39,G1,N/A
r00924,Q5,G1,N/A
r00924,Q22,G4,Yes
r00924,Q17,G2,No
r00924,Q24,,No
r00924,Q29,G5,Yes
r00924,Q21,G2,Yes
r00924,Q36,,Yes
r00924,Q30,G3,No
r00924,Q7,G1,Others
r00924,Q2,G1,Others
r00924,Q15,G2,Others
r00924,Q12,G6,Others
r00924,Q26,G2,Others
r00924,Q28,G6,Others
r00924,Q18,G4,Others
r00924,Q10,G4,Others
r00924,Q9,G1,N/A
r00924,Q6,G1,N/A
r00924,Q8,G3,N/A
r00924,Q40,G1,No
r00924,Q11,G1,N/A
r00924,Q41,G2,N/A
r00924,Q37,,No
r00924,Q3,G5,Yes
r00924,Q1,G2,Yes
r00924,Q16,,N/A
r00924,Q35,G6,No
r00924,Q25,,Yes
r00924,Q4,,Others
r00924,Q23,G2,Yes
r00924,Q19,G2,Others
r00924,Q31,G2,Maybe
r00924,Q33,G3,Maybe
r00924,Q14,G5,Maybe
r00924,Q32,G3,No
r00924,Q38,G3,Others
r00924,Q13,G4,N/A
r00924,Q27,G4,N/A
r00925,Q34,G1,Others
r00925,Q42,G1,Others
r00925,Q20,G3,Others
r00925,Q39,G1,Others
r00925,Q5,G1,Others
r00925,Q22,G4,Others
r00925,Q17,G2,Others
r00925,Q24,,Others
r00925,Q29,G5,Others
r00925,Q21,G2,Others
r00925,Q36,,Others
r00925,Q30,G3,Others
r00925,Q7,G1,Yes
r00925,Q2,G1,No
r00925,Q15,G2,N/A
r00925,Q12,G6,Others
r00925,Q26,G2,N/A
r00925,Q28,G6,N/A
r00925,Q18,G4,N/A
r00925,Q10,G4,Others
r00925,Q9,G1,No
r00925,Q6,G1,N/A
r00925,Q8,G3,No
r00925,Q40,G1,No
r00925,Q11,G1,N/A
r00925,Q41,G2,No
r00925,Q37,,No
r00925,Q3,G5,Yes
r00925,Q1,G2,Yes
r00925,Q16,,No
r00925,Q35,G6,Yes
r00925,Q25,,Yes
r00925,Q4,,Others
r00925,Q23,G2,No
r00925,Q19,G2,Others
r00925,Q31,G2,Yes
r00925,Q33,G3,Yes
r00925,Q14,G5,Yes
r00925,Q32,G3,Yes
r00925,Q38,G3,Yes
r00925,Q13,G4,N/A
r00925,Q27,G4,N/A
r00926,Q34,G1,N/A
r00926,Q42,G1,Others
r00926,Q20,G3,N/A
r00926,Q39,G1,N/A
r00926,Q5,G1,N/A
r00926,Q22,G4,N/A
r00926,Q17,G2,No
r00926,Q24,,No
r00926,Q29,G5,Maybe
r00926,Q21,G2,Maybe
r00926,Q36,,N/A
r00926,Q30,G3,No
r00926,Q7,G1,Others
r00926,Q2,G1,Others
r00926,Q15,G2,Others
r00926,Q12,G6,Others
r00926,Q26,G2,Others
r00926,Q28,G6,Others
r00926,Q18,G4,Others
r00926,Q10,G4,Others
r00926,Q9,G1,Maybe
r00926,Q6,G1,No
r00926,Q8,G3,No
r00926,Q40,G1,Maybe
r00926,Q11,G1,N/A
r00926,Q41,G2,N/A
r00926,Q37,,No
r00926,Q3,G5,Maybe
r00926,Q1,G2,Maybe
r00926,Q16,,Maybe
r00926,Q35,G6,No
r00926,Q25,,Maybe
r00926,Q4,,Others
r00926,Q23,G2,Maybe
r00926,Q19,G2,Others
r00926,Q31,G2,Maybe
r00926,Q33,G3,Maybe
r00926,Q14,G5,Neutral
r00926,Q32,G3,No
r00926,Q38,G3,Others
r00926,Q13,G4,N/A
r00926,Q27,G4,N/A
r00927,Q34,G1,Others
r00927,Q42,G1,Others
r00927,Q20,G3,Others
r00927,Q39,G1,Others
r00927,Q5,G1,Others
r00927,Q22,G4,Others
r00927,Q17,G2,Others
r00927,Q24,,Others
r00927,Q29,G5,Others
r00927,Q21,G2,Others
r00927,Q36,,Others
r00927,Q30,G3,Others
r00927,Q7,G1,Yes
r00927,Q2,G1,Yes
r00927,Q15,G2,N/A
r00927,Q12,G6,Others
r00927,Q26,G2,N/A
r00927,Q28,G6,N/A
r00927,Q18,G4,Yes
r00927,Q10,G4,Rare
r00927,Q9,G1,No
r00927,Q6,G1,N/A
r00927,Q8,G3,No
r00927,Q40,G1,No
r00927,Q11,G1,N/A
r00927,Q41,G2,Yes
r00927,Q37,,Maybe
r00927,Q3,G5,Maybe
r00927,Q1,G2,No
r00927,Q16,,No
r00927,Q35,G6,Maybe
r00927,Q25,,Maybe
r00927,Q4,,Others
r00927,Q23,G2,No
r00927,Q19,G2,Others
r00927,Q31,G2,Maybe
r00927,Q33,G3,No
r00927,Q14,G5,Maybe
r00927,Q32,G3,No
r00927,Q38,G3,Others
r00927,Q13,G4,N/A
r00927,Q27,G4,N/A
r00928,Q34,G1,N/A
r00928,Q42,G1,No
r00928,Q20,G3,No
r00928,Q39,G1,N/A
r00928,Q5,G1,N/A
r00928,Q22,G4,Yes
r00928,Q17,G2,No
r00928,Q24,,No
r00928,Q29,G5,No
r00928,Q21,G2,Maybe
r00928,Q36,,N/A
r00928,Q30,G3,No
r00928,Q7,G1,Others
r00928,Q2,G1,Others
r00928,Q15,G2,Others
r00928,Q12,G6,Others
r00928,Q26,G2,Others
r00928,Q28,G6,Others
r00928,Q18,G4,Others
r00928,Q10,G4,Others
r00928,Q9,G1,N/A
r00928,Q6,G1,No
r00928,Q8,G3,No
r00928,Q40,G1,No
r00928,Q11,G1,N/A
r00928,Q41,G2,N/A
r00928,Q37,,No
r00928,Q3,G5,No
r00928,Q1,G2,N/A
r00928,Q16,,N/A
r00928,Q35,G6,No
r00928,Q25,,Yes
r00928,Q4,,Others
r00928,Q23,G2,No
r00928,Q19,G2,Others
r00928,Q31,G2,Maybe
r00928,Q33,G3,Maybe
r00928,Q14,G5,No
r00928,Q32,G3,No
r00928,Q38,G3,Others
r00928,Q13,G4,N/A
r00928,Q27,G4,N/A
r00929,Q34,G1,No
r00929,Q42,G1,N/A
r00929,Q20,G3,Yes
r00929,Q39,G1,No
r00929,Q5,G1,N/A
r00929,Q22,G4,Maybe
r00929,Q17,G2,No
r00929,Q24,,No
r00929,Q29,G5,Maybe
r00929,Q21,G2,Yes
r00929,Q36,,N/A
r00929,Q30,G3,No
r00929,Q7,G1,Others
r00929,Q2,G1,Others
r00929,Q15,G2,Others
r00929,Q12,G6,Others
r00929,Q26,G2,Others
r00929,Q28,G6,Others
r00929,Q18,G4,Others
r00929,Q10,G4,Others
r00929,Q9,G1,Others
r00929,Q6,G1,Others
r00929,Q8,G3,Others
r00929,Q40,G1,Others
r00929,Q11,G1,Others
r00929,Q41,G2,Others
r00929,Q37,,Others
r00929,Q3,G5,Others
r00929,Q1,G2,Others
r00929,Q16,,Others
r00929,Q35,G6,Others
r00929,Q25,,Yes
r00929,Q4,,Others
r00929,Q23,G2,Maybe
r00929,Q19,G2,Others
r00929,Q31,G2,Yes
r00929,Q33,G3,Maybe
r00929,Q14,G5,Maybe
r00929,Q32,G3,No
r00929,Q38,G3,Others
r00929,Q13,G4,Maybe
r00929,Q27,G4,Maybe
r00930,Q34,G1,No
r00930,Q42,G1,Yes
r00930,Q20,G3,No
r00930,Q39,G1,No
r00930,Q5,G1,No
r00930,Q22,G4,Maybe
r00930,Q17,G2,Maybe
r00930,Q24,,No
r00930,Q29,G5,Maybe
r00930,Q21,G2,Maybe
r00930,Q36,,N/A
r00930,Q30,G3,No
r00930,Q7,G1,Others
r00930,Q2,G1,Others
r00930,Q15,G2,Others
r00930,Q12,G6,Others
r00930,Q26,G2,Others
r00930,Q28,G6,Others
r00930,Q18,G4,Others
r00930,Q10,G4,Others
r00930,Q9,G1,Maybe
r00930,Q6,G1,Yes
r00930,Q8,G3,Maybe
r00930,Q40,G1,Maybe
r00930,Q11,G1,Yes
r00930,Q41,G2,Maybe
r00930,Q37,,No
r00930,Q3,G5,Maybe
r00930,Q1,G2,Maybe
r00930,Q16,,Maybe
r00930,Q35,G6,No
r00930,Q25,,Yes
r00930,Q4,,Others
r00930,Q23,G2,Maybe
r00930,Q19,G2,Others
r00930,Q31,G2,Maybe
r00930,Q33,G3,Maybe
r00930,Q14,G5,Yes
r00930,Q32,G3,Yes
r00930,Q38,G3,Maybe
r00930,Q13,G4,Rare
r00930,Q27,G4,Often
r00931,Q34,G1,Yes
r00931,Q42,G1,Yes
r00931,Q20,G3,Yes
r00931,Q39,G1,Yes
r00931,Q5,G1,No
r00931,Q22,G4,Yes
r00931,Q17,G2,Maybe
r00931,Q24,,No
r00931,Q29,G5,Maybe
r00931,Q21,G2,Yes
r00931,Q36,,No
r00931,Q30,G3,No
r00931,Q7,G1,Others
r00931,Q2,G1,Others
r00931,Q15,G2,Others
r00931,Q12,G6,Others
r00931,Q26,G2,Others
r00931,Q28,G6,Others
r00931,Q18,G4,Others
r00931,Q10,G4,Others
r00931,Q9,G1,Maybe
r00931,Q6,G1,Maybe
r00931,Q8,G3,Maybe
r00931,Q40,G1,Maybe
r00931,Q11,G1,Maybe
r00931,Q41,G2,Maybe
r00931,Q37,,Maybe
r00931,Q3,G5,No
r00931,Q1,G2,No
r00931,Q16,,Maybe
r00931,Q35,G6,Maybe
r00931,Q25,,Yes
r00931,Q4,,Others
r00931,Q23,G2,Maybe
r00931,Q19,G2,Others
r00931,Q31,G2,Maybe
r00931,Q33,G3,Maybe
r00931,Q14,G5,Maybe
r00931,Q32,G3,No
r00931,Q38,G3,Others
r00931,Q13,G4,N/A
r00931,Q27,G4,N/A
r00932,Q34,G1,N/A
r00932,Q42,G1,No
r00932,Q20,G3,N/A
r00932,Q39,G1,N/A
r00932,Q5,G1,N/A
r00932,Q22,G4,Maybe
r00932,Q17,G2,Yes
r00932,Q24,,Maybe
r00932,Q29,G5,No
r00932,Q21,G2,No
r00932,Q36,,N/A
r00932,Q30,G3,No
r00932,Q7,G1,Others
r00932,Q2,G1,Others
r00932,Q15,G2,Others
r00932,Q12,G6,Others
r00932,Q26,G2,Others
r00932,Q28,G6,Others
r00932,Q18,G4,Others
r00932,Q10,G4,Others
r00932,Q9,G1,Others
r00932,Q6,G1,Others
r00932,Q8,G3,Others
r00932,Q40,G1,Others
r00932,Q11,G1,Others
r00932,Q41,G2,Others
r00932,Q37,,Others
r00932,Q3,G5,Others
r00932,Q1,G2,Others
r00932,Q16,,Others
r00932,Q35,G6,Others
r00932,Q25,,Maybe
r00932,Q4,,Others
r00932,Q23,G2,No
r00932,Q19,G2,Others
r00932,Q31,G2,Maybe
r00932,Q33,G3,Maybe
r00932,Q14,G5,Maybe
r00932,Q32,G3,No
r00932,Q38,G3,Others
r00932,Q13,G4,N/A
r00932,Q27,G4,N/A
r00933,Q34,G1,Yes
r00933,Q42,G1,N/A
r00933,Q20,G3,No
r00933,Q39,G1,No
r00933,Q5,G1,Yes
r00933,Q22,G4,Maybe
r00933,Q17,G2,Maybe
r00933,Q24,,No
r00933,Q29,G5,Maybe
r00933,Q21,G2,Maybe
r00933,Q36,,N/A
r00933,Q30,G3,No
r00933,Q7,G1,Others
r00933,Q2,G1,Others
r00933,Q15,G2,Others
r00933,Q12,G6,Others
r00933,Q26,G2,Others
r00933,Q28,G6,Others
r00933,Q18,G4,Others
r00933,Q10,G4,Others
r00933,Q9,G1,N/A
r00933,Q6,G1,N/A
r00933,Q8,G3,Maybe
r00933,Q40,G1,No
r00933,Q11,G1,N/A
r00933,Q41,G2,Maybe
r00933,Q37,,Maybe
r00933,Q3,G5,Maybe
r00933,Q1,G2,Maybe
r00933,Q16,,N/A
r00933,Q35,G6,No
r00933,Q25,,Maybe
r00933,Q4,,Others
r00933,Q23,G2,No
r00933,Q19,G2,Others
r00933,Q31,G2,Maybe
r00933,Q33,G3,Yes
r00933,Q14,G5,N/A
r00933,Q32,G3,Others
r00933,Q38,G3,Others
r00933,Q13,G4,N/A
r00933,Q27,G4,N/A
r00934,Q34,G1,N/A
r00934,Q42,G1,N/A
r00934,Q20,G3,No
r00934,Q39,G1,N/A
r00934,Q5,G1,N/A
r00934,Q22,G4,Maybe
r00934,Q17,G2,Maybe
r00934,Q24,,Maybe
r00934,Q29,G5,Yes
r00934,Q21,G2,Maybe
r00934,Q36,,No
r00934,Q30,G3,No
r00934,Q7,G1,Others
r00934,Q2,G1,Others
r00934,Q15,G2,Others
r00934,Q12,G6,Others
r00934,Q26,G2,Others
r00934,Q28,G6,Others
r00934,Q18,G4,Others
r00934,Q10,G4,Others
r00934,Q9,G1,Others
